title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Soft Skills for Hard Times,Ivory Dorsey,Xlibris Corporation,2004,,,105,Uncategorised,,none,Business & Economics,9781462800032,https://play.google.com/store/books/details?id=aHj9wTmSGZAC&source=gbs_api,"Soft Skills for Hard Times is a hand book for the over achiever. It is written for people who understand that when competence is present, it is only the ticket to the game; it does not make one a player. It is a book for those who would invest resources in getting good and no time in getting chosen. It is a book for the potential high performer who constantly wonders why since they are so smartwhy is it that the seemingly average performer keeps getting ahead. These are hard timeswe need skills ",Google Books,2026-08-30
What Are Soft Skills?,Patricia Dorch,,2013,,,192,Professional Effectiveness,productivity|accountability|career|performance,none,Business & Economics,9780981685489,http://books.google.com/books?id=uqlIngEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,Essential Soft Skills You Need To Know for Career Success Are you looking for a blueprint to master top soft skills in demand by employers? Are you confident you possess soft skills you need to stand out? Do you know which soft skills will provide you with the competitive edge to maximize and leverage your career options? Inside What Are Soft Skills? you will discover why soft skills are vital competencies and the underlying principles which enable you to become more valuable and effective in th,Google Books,2026-08-30
The Importance of Soft Skills in the Workplace as Perceived by Community College Instructors and Industries,Laura Suzanne Spell Tribble,,2009,,,,Relationship Management,conflict-resolution,none,Business and education,,http://books.google.com/books?id=yuWRAQAACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Soft skills include communication skills, problem-solving skills, conflict resolution, working well with other people, and ensuring customer satisfaction. Employers need employees who have adequate technical skills but who also have soft skills. There is limited information about the perceptions of which soft skills are needed in the workplace. This study attempted to close the gap in the literature concerning the perceptions of instructors and employers in the area of soft skills in the workpla",Google Books,2026-08-30
Soft Skills - Enhancing Employability,M. S. Rao,I. K. International Pvt Ltd,2010,,,254,Uncategorised,,none,Business & Economics,9789380578385,http://books.google.com/books?id=O1G9_gr50hIC&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"""The Direction in which education starts a man will determine his future"". - Plato Currently there is a wide chasm between the campus and the industry. There is vast gap between the art and the craft. The book helps in connecting the campus with the corporate by bridging the gap between the campus and the industry and by blending both the art and the craft. It helps you understand and appreciate both soft and hard skills. It differentiates between unemployability and unemployment. It enlightens ",Google Books,2026-08-30
Job Readiness for Health Professionals - E-Book,Elsevier,Elsevier Health Sciences,2016,,,418,Thinking & Deciding,critical-thinking|problem-solving|decision-making,none,Medical,9780323431682,http://books.google.com/books?id=7kpgDAAAQBAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Get an edge in the job market and develop the soft skills — the personal qualities, habits, attitudes, and social graces needed to work successfully with anyone, anywhere. Job Readiness for Health Professionals, Soft Skills Strategies for Success, 2nd Edition provides a unique tool for soft skill programming to help graduates succeed on the job as effective, engaged, and high-functioning employees. This handy resource uses an 8th grade reading level and a consistent, easy-to-follow modular forma",Google Books,2026-08-30
Hard Skills Get You Hired But Soft Skills Get You Promoted,Torquil Johners,Bluewave Press Publishing,2023,,,0,Relationship Management,conflict-resolution|persuasion|teamwork|relationship,goleman,,9798215535523,http://books.google.com/books?id=iNuezwEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"In all industries, organizations, and professions, soft skills are extremely valuable.In all industries, organizations, and professions, soft skills are extremely valuable. Employers look for these abilities and attribute just as hard or technical skills since they help you be a productive and communicative team member. Understanding soft skills can assist you in identifying and improving your own, allowing you to be a more well-rounded applicant and employee. To improve your career and achieve ",Google Books,2026-08-30
Emotional Intelligence for Managing Results in a Diverse World,"Lee Gardenswartz, Jorge Cherbosque, Anita Rowe",Nicholas Brealey,2010,,,207,Relationship Management,coaching|relationship,goleman,Psychology,9780891062998,https://play.google.com/store/books/details?id=n1bkDAAAQBAJ&source=gbs_api,"Harness the power of emotions - so you can leverage differences, build engaged teams, and create healthier organizations Whether you work group stretches from here to Dubai or can easily meet in a conference room down the hall, anger and frustration are easy to come by when others don't do things your way, follow directions, or respond the way you think they should. But when emotions manage workplace relationships, the result is conflict, disengagement, and low morale. Emotional Intelligence for",Google Books,2026-08-30
Job Readiness for Health Professionals,Elsevier,Elsevier Health Sciences,2015,,,418,Thinking & Deciding,critical-thinking|problem-solving|decision-making,none,Medical,9780323430265,http://books.google.com/books?id=2h_mCgAAQBAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Get an edge in the job market and develop the soft skills - the personal qualities, habits, attitudes, and social graces needed to work successfully with anyone, anywhere. Job Readiness for Health Professionals, Soft Skills Strategies for Success, 2nd Edition provides a unique tool for soft skill programming to help graduates succeed on the job as effective, engaged, and high-functioning employees. This handy resource uses an 8th grade reading level and a consistent, easy-to-follow modular forma",Google Books,2026-08-30
The Hard Truth About Soft Skills,Peggy Klaus,Harper Collins,2009,,,209,Communication,communication,none,Self-Help,9780061843549,https://play.google.com/store/books/details?id=lzK5sxtir9UC&source=gbs_api,"What's the hard truth? Soft skills get little respect but will make or break your career. Master your soft skills and really get ahead at work! Fortune 500 coach Peggy Klaus encounters individuals every day who excel at their jobs but aren't getting where they want to go. It's rarely a shortfall in technical expertise that limits their careers, but rather a shortcoming in their social, communication, and self-management behaviors. In The Hard Truth About Soft Skills Klaus delivers practical tool",Google Books,2026-08-30
The Hard Truth About Soft Skills,Peggy Klaus,HarperBusiness,2008,,,208,Communication,communication,none,Business & Economics,9780061284144,http://books.google.com/books?id=zAfbwQEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"What's the hard truth? Soft skills get little respect but will make or break your career. Master your soft skills and really get ahead at work! Fortune 500 coach Peggy Klaus encounters individuals every day who excel at their jobs but aren't getting where they want to go. It's rarely a shortfall in technical expertise that limits their careers, but rather a shortcoming in their social, communication, and self-management behaviors. In The Hard Truth About Soft Skills Klaus delivers practical tool",Google Books,2026-08-30
Soft Skills for Tough Issues,Jean Eva Thumm,Xlibris,2008,,,0,Relationship Management,conflict-resolution|coaching|mentoring,none,Business & Economics,9781436328784,http://books.google.com/books?id=tiR7NwAACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"New Book is Practical Guide to Interpersonal Communication in the Workplace The Must-Have Handbook for Conflict Resolution and Personal Growth Santa Fe, NM As a key decision maker or future business leader in your organization, you will want to know about an exciting new interactive book authored by executive coach and workplace trainer Jean Eva Thumm. Soft Skills for Tough Issues: Fostering Interpersonal Communication in the Workplace is a comprehensive guide to workplace challenges, which offe",Google Books,2026-08-30
Soft Skills Inventory,Liptak,,2020,,,,Uncategorised,,none,,9781792431937,http://books.google.com/books?id=0WSSzQEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Top 10 Soft Skills You Need,Pamela Wiggins,Createspace Independent Publishing Platform,2015,,,62,Professional Effectiveness,professional-development|success,none,,9781522821373,http://books.google.com/books?id=V3BcjwEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"Having the technical skills and knowledge to successfully execute your job duties is only one part of being the best you can be in the workplace. In addition to these ""hard"" skills, we also need ""soft"" skills. Soft skills are those skills which allow us to effectively work with others. No matter what your position, organization, or industry, you work with people, directly or indirectly. Taking the time to build effective soft skills can contribute to a more efficient, more harmonious, and more p",Google Books,2026-08-30
Soft Skills for Workplace Success,Sage Publications India Pvt Ltd,Sage Publications Pvt. Limited,2021,,,,Professional Effectiveness,success,none,,9789391138677,http://books.google.com/books?id=NOCNzgEACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,A curated recipe book on how to be happy and content in our professional lives,Google Books,2026-08-30
Professionalism,Jeff Butterfield,Course Technology,2010,,,0,Professional Effectiveness,success,none,Success in business,9781111530877,http://books.google.com/books?id=eJ87bwAACAAJ&dq=soft+skills+workplace&hl=&as_pt=BOOKS&source=gbs_api,"""Your curriculum provides critical training in your field of study to prepare students for the workforce. But do they know how to communicate effectively? Can they present themselves professionally on a resume or in a job interview? If given a problem, do they know how to break it down and solve it? Can they work in a team? These 'soft skills' are crucial for success in the workplace. Now you can help your students learn these essential skills using the Illustrated Course Guides : Soft Skills fo",Google Books,2026-08-30
"The Neuroscience of Empathy, Compassion, and Self-Compassion","Larry Charles Stevens, C. Chad Woodruff",Academic Press,2018,,,354,Social Awareness,empathy|compassion,none,Psychology,9780128098387,https://play.google.com/store/books/details?id=ayokDwAAQBAJ&source=gbs_api,"The Neuroscience of Empathy, Compassion, and Self-Compassion provides contemporary perspectives on the three related domains of empathy, compassion and self-compassion (ECS). It informs current research, stimulates further research endeavors, and encourages continued and creative philosophical and scientific inquiry into the critical societal constructs of ECS. Examining the growing number of electrocortical (EEG Power Spectral, Coherence, Evoked Potential, etc.) studies and the sizeable body of",Google Books,2026-08-30
Compassionate Leadership,"Rasmus Hougaard, Jacqueline Carter",Harvard Business Press,2022,,,136,Relationship Management,leadership|feedback,none,Business & Economics,9781647820749,https://play.google.com/store/books/details?id=3BUUEAAAQBAJ&source=gbs_api,"Leadership is hard. How can you balance compassion for your people with effectiveness in getting the job done? A global pandemic, economic volatility, natural disasters, civil and political unrest. From New York to Barcelona to Hong Kong, it can feel as if the world as we know it is coming apart. Through it all, our human spirit is being tested. Now more than ever, it's imperative for leaders to demonstrate compassion. But in hard times like these, leaders need to make hard decisions—deliver neg",Google Books,2026-08-30
Empathy and Compassion,Rosa Waters,Simon and Schuster,2014,,,97,Social Awareness,empathy|compassion,none,Juvenile Nonfiction,9781422287644,https://play.google.com/store/books/details?id=xAiQBQAAQBAJ&source=gbs_api,"Become a more compassionate person—and make the world a better place. Empathy is the ability to sense other people's emotions. People with empathy are able to imagine what someone else might be thinking or feeling. They recognize and understand another's suffering. People who are compassionate, go a step further: they take action. Compassion changes the world. And it can change you as well. When you reach out to others, you not only help them; you also increase your own well-being. Researchers h",Google Books,2026-08-30
Compassion and Empathy in Educational Contexts,"Georgina Barton, Susanne Garvis",Springer,2019,,,300,Social Awareness,empathy|compassion,none,Education,9783030189259,https://play.google.com/store/books/details?id=ikGjDwAAQBAJ&source=gbs_api,"This book explores the importance of compassion and empathy within educational contexts. While compassion and empathy are widely recognised as key to living a happy and healthy life, there is little written about how these qualities can be taught to children and young people, or how teachers can model these traits in their own practice. This book shares several models of compassion and empathy that can be implemented in schooling contexts, also examining how these qualities are presented in chil",Google Books,2026-08-30
The Biological Evolution of Love,Victor Karandashev,Springer Nature,2026,,,313,Thinking & Deciding,logic,none,Psychology,9783032142795,https://play.google.com/store/books/details?id=85ylEQAAQBAJ&source=gbs_api,"This book discusses the biological evolution of love from the perspectives of evolutionary biology, paleontology, archaeology, anthropology, neuroscience, psychology, and other disciplines. This interdisciplinary book presents an extensive analysis of the numerous studies, theories, and research findings about the biological evolution of love and love-related constructs. The author has compiled and presented multiple scholarly publications that have been available about the evolutionary science ",Google Books,2026-08-30
"Perceptions of Human-Animal Relationships and their Impacts on Animal Ethics, Law and Research","Cédric Sueur, Marie Pelé, Tetsuro Matsuzawa, Jean-Yves Georges",Frontiers Media SA,2021,,,87,Relationship Management,relationship,none,Science,9782889664702,http://books.google.com/books?id=8lAbEAAAQBAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Care and Compassion: Empathy for Others,Rachael Morlock,"The Rosen Publishing Group, Inc",2019,,,26,Social Awareness,empathy|compassion|social-awareness,none,Juvenile Nonfiction,9781725302020,https://play.google.com/store/books/details?id=GbHXDwAAQBAJ&source=gbs_api,"Empathy is the ability to perceive and imagine the feelings, thoughts, and experiences of others. It is a powerful social tool that helps us connect with others and act with compassion and morality. This book guides readers through strategies for identifying and understanding the emotions of others. Ways of expressing empathy are explored through real-life examples and primary sources. Descriptions of familiar situations encourage readers to seize everyday opportunities for practicing empathy an",Google Books,2026-08-30
International Handbook of Love,"Claude-Hélène Mayer, Elisabeth Vanderheiden",Springer Nature,2025,,,1715,Relationship Management,relationship,none,Psychology,9783031945120,https://play.google.com/store/books/details?id=7NeeEQAAQBAJ&source=gbs_api,"The second revised and expanded edition of this successful handbook extensively explores the idea and practice of love from diverse cultural, psychological, and biological perspectives. It provides a comprehensive understanding of love by examining its various manifestations, cultural interpretations, and the underlying psychological and biological mechanisms that shape it. Notably, the book won the William B. Gudykunst Outstanding Book Award from the International Academy for Intercultural Rese",Google Books,2026-08-30
Teaching Empathy,David A. Levine,Solution Tree Press,2013,,,230,Social Awareness,empathy|compassion,none,Education,9781936765737,http://books.google.com/books?id=0n0XBwAAQBAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"How do you transform a classroom of individuals into a community of compassionate peers? The process of teaching empathy involves recognizing and naming the skill, practicing it, modeling it through action, and encouraging it. This resource focuses on teaching empathy and building a culture of caring in the classroom. A CD of the author’s original music enhances the learning experience.",Google Books,2026-08-30
Compassion's COMPASS,Wilson C. Hurley,Bloomsbury Publishing USA,2021,,,267,Thinking & Deciding,analytical|logic,none,Psychology,9798765170717,https://play.google.com/store/books/details?id=k0KAEQAAQBAJ&source=gbs_api,"Compassion’s COMPASS: Strategies for Developing Kindness and Insight offers a systematic approach to developing compassionate insight that has been adapted from Tibetan mind training strategies, secularized for modern audiences, and supplemented with relevant research, anecdotes, and exercises in accessible language. This book contains easy exercises for regaining composure, boosting compassionate insight, preventing compassion fatigue, and maintaining compassion resilience. “COMPASS” is an acro",Google Books,2026-08-30
I Choose Empathy,Elizabeth Estrada,,2021,,,34,Social Awareness,empathy,none,,9781637312704,http://books.google.com/books?id=7X6kzgEACAAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
The Value of Empathy,"Maria Baghramian, Meline Papazian, Rowland Stout",Routledge,2020,,,276,Social Awareness,empathy|compassion,none,Philosophy,9781000316506,https://play.google.com/store/books/details?id=ZlgMEAAAQBAJ&source=gbs_api,"The Value of Empathy explores various approaches to understanding empathy and investigates its moral and practical role. The central role of empathy in understanding others, and the need for it in our social and inter-personal encounters, is widely acknowledged by philosophers, social scientists and psychologists alike. Discussions of empathy abound, not only in more specialised academic publications, but also in traditional and social media. Yet neither a clear understanding, nor a uniform defi",Google Books,2026-08-30
HELPER'S JOURNEY,DALE G. LARSON,,2020,,,,Uncategorised,,none,,9780878227266,http://books.google.com/books?id=BNVKzQEACAAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
101 Simple Suggestions and Quotations to Express Compassion and Empathy,Linda Furiate,iUniverse,2004,,,115,Social Awareness,empathy|compassion,none,Psychology,9780595324132,http://books.google.com/books?id=F8KlR-jJLeMC&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"101 Simple Suggestions and Quotations to Express Compassion and Empathy is a useful aid for anyone wishing to become more compassionate. Linda Furiate began this simple, little book the day she received a telephone call from a dear friend, who had been in an accident the night before. Although the vehicle was totaled, her husband walked away with nearly a bruise and she suffered only a few, broken ribs. This did not stop Furiate from feeling the emotional pain they both endured. Having to fill i",Google Books,2026-08-30
Compassionate Ninja,"Mary Nhin, Grow Grit Press",,2020,,,34,Social Awareness,empathy|compassion,none,,9781953399687,http://books.google.com/books?id=lMHazQEACAAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"We teach our children to be kind to others, to share, but how do we teach them to be kind to themselves? Follow Compassionate Ninja in a journey to discover empathy and how important it is to not only cultivate compassion for others but self compassion, as well. Find out what happens in this book about kindness and love for all. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help childre",Google Books,2026-08-30
The Essence of Empathy,Ron W. Rathbun,,2021,,,218,Social Awareness,empathy,none,,9780964351967,http://books.google.com/books?id=4TWNzgEACAAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"Most everyone on the planet is aware of the word empathy, but what is it? Empathy is experienced in two basic forms, instinctual and innate. The most common form of empathy is instinctual. It is based in self-preservation and the need of the individual is more important than the need of others. Everyone has this form within them. Another form of empathy is innate. This form of empathy is based in an innate feeling of care for others. These two forms of empathetic care determine how we treat othe",Google Books,2026-08-30
The Power of Empathy: Transforming Compassion into Strength,Rishi Patel,OrangeBooks Publication,2024,,,140,Social Awareness,empathy|compassion,none,Self-Help,,http://books.google.com/books?id=F-4wEQAAQBAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"In a world where empathy is often seen as a virtue, many people fall into the trap of over-giving, losing themselves, and sacrificing their own well-being for the sake of others. But true empathy doesn’t have to mean weakness. It’s not about constantly pouring from an empty cup or seeking validation through vulnerability. In a world where empathy is often seen as a virtue, many people fall into the trap of over-giving, losing themselves, and sacrificing their own well-being for the sake of other",Google Books,2026-08-30
Compassionate Ninja,"Mary Nhin, Grow Grit Press",Ninja Life Hacks,2020,,,0,Social Awareness,empathy|compassion,none,Compassion in children,9781951056698,http://books.google.com/books?id=ErXazQEACAAJ&dq=empathy+compassion&hl=&as_pt=BOOKS&source=gbs_api,"We teach our children to be kind to others, to share, but how do we teach them to be kind to themselves? Follow Compassionate Ninja in a journey to discover empathy and how important it is to not only cultivate compassion for others but self compassion, as well. Find out what happens in this book about kindness and love for all. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help childre",Google Books,2026-08-30
The Resilience Mindset,,Xspurts.com,,,,43,Self-Management,resilience,none,Self-Help,,https://play.google.com/store/books/details?id=b5DlEAAAQBAJ&source=gbs_api,Table of Contents Introduction The Resilience Mindset: Conquer Anything Life Throws Your Way with Resilience THE DEFINITION OF RESILIENCE THE IMPORTANCE OF RESILIENCE BUILDING EMOTIONAL RESILIENCE DEVELOPING MENTAL RESILIENCE BUILDING PHYSICAL RESILIENCE CULTIVATING SOCIAL RESILIENCE RESILIENCE IN THE FACE OF ADVERSITY RESILIENCE AND PERSONAL GROWTH RESILIENCE IN PROFESSIONAL LIFE TEACHING RESILIENCE TO CHILDREN RESILIENCE AND MENTAL HEALTH PRACTICING RESILIENCE IN DAILY LIFE FREQUENTLY ASKED QU,Google Books,2026-08-30
The Resilience Mindset,Terry Healey,ECW Press,2025,,,217,Professional Effectiveness,career|success,none,Business & Economics,9781778525087,https://play.google.com/store/books/details?id=ic1WEQAAQBAJ&source=gbs_api,"Winner, National Indie Excellence Award (Cancer), 2026 Winner, Nonfiction Book Awards, (Gold Winner), 2026 An actionable framework to overcome adversity and create a more fulfilling life. “Resilience is a critical skill for all of us, for our careers but even more so for life. This is a must-buy book as Terry teaches how to build resilience, gain confidence, and embrace change.” — Tracey Newell, board member, past president of Informatica; author of Hers for the Taking: Your Path to the C-Suite ",Google Books,2026-08-30
The Resilience Mindset,Elias Van,Mindful Pages,2025,,,0,Self-Management,resilience|adaptability|anxiety|habits,none,Business & Economics,9789371773768,http://books.google.com/books?id=m2zF0QEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"When the economy falters, most people react with fear-cutting back, freezing up, and hoping to outlast the storm. But downturns don't just take things away; they reveal new paths for those who know how to think differently. This book offers a fresh blueprint for building resilience during economic downturns, showing how ordinary people can protect themselves, stay calm, and even find opportunity when everything seems uncertain. Instead of focusing only on numbers in a bank account, it reveals wh",Google Books,2026-08-30
Learning Limitless Knowledge,Ibrahim M. Alarifi,Balboa Press,2023,,,287,Uncategorised,,none,Self-Help,9798765245309,https://play.google.com/store/books/details?id=B-viEAAAQBAJ&source=gbs_api,"Learning new skills is enjoyable and essential in today’s fast-paced world. The drive to improve ourselves has allowed us to travel through time and space in search of new perspectives. In Learning Limitless Knowledge, author Ibrahim M. Alarifi begins his quest to discover how far our minds can go, offering a path to unlock the boundless possibilities of the human mind. He takes a deep dive into several subjects and explores various disciplines—from science to philosophy, history to literature. ",Google Books,2026-08-30
The Mind of a Leader,Bruce E. Winston,Springer Nature,2022,,,254,Relationship Management,influence|mentoring|leadership|relationship,none,Business & Economics,9783031072062,https://play.google.com/store/books/details?id=CP2AEAAAQBAJ&source=gbs_api,"This edited collection examines the mind of leaders throughout the Bible to understand how thoughts and behaviors can support or sabotage leadership efforts. It is divided into three parts: the first part addresses thinking, influence, and communicating through the theoretical lenses of humility, metacognition, and personal well-being. Part Two addresses managing, motivating, and change through the theoretical lenses of leader-follower relationships and Lewin’s change model. Finally, Part Three ",Google Books,2026-08-30
The Transformation Equation,Prabhu TL,NestFame Creations Pvt Ltd.,2025,,,127,Self-Management,resilience|perseverance|habits,none,Self-Help,,https://play.google.com/store/books/details?id=-mxBEQAAQBAJ&source=gbs_api,"Discover the extraordinary power of personal evolution through ""The Transformation Equation."" This thought-provoking and illuminating masterpiece delves deep into the realms of self-discovery, growth, and empowerment. Prepare to embark on a journey that will reshape your perception of change and guide you towards harnessing your innate potential. ""The Transformation Equation"" is not just a book; it's a guiding light for those who seek to unlock their true selves and reach unparalleled heights of",Google Books,2026-08-30
Bulletproof Business in a Recession Year,Elena Brooks,epubli,2026,,,219,Self-Management,resilience,none,Business & Economics,9783565312610,https://play.google.com/store/books/details?id=7zHIEQAAQBAJ&source=gbs_api,"Economic contraction exposes the fragility concealed within businesses that thrived in favorable conditions. This book explores how enterprises construct genuine operational resilience — not through reactive cost-cutting, but through deliberate structural decisions made before and during periods of economic uncertainty. It examines the underlying dynamics of recession-resistant businesses, revealing how cash flow discipline, client concentration risk, pricing strategy, and operational flexibilit",Google Books,2026-08-30
Flourish Through Adversity,Blythe Mallory,Publifye AS,2024,,,213,Thinking & Deciding,logic|cognitive,none,Self-Help,9788233931520,https://play.google.com/store/books/details?id=7oAoEQAAQBAJ&source=gbs_api,"""""Flourish Through Adversity"""" offers a transformative journey for those grappling with life's challenges. This empowering guide combines psychological insights with practical strategies, providing a roadmap for turning setbacks into stepping stones. Through a blend of mindfulness techniques and cognitive-behavioral approaches, readers learn to cultivate resilience and personal growth in the face of adversity. The book's unique """"Adversity Response Toolkit"""" stands out, offering customizable cop",Google Books,2026-08-30
The Winning Mindset,David Niethe,HarperCollins Australia,2024,,,205,Professional Effectiveness,performance|focus|success,none,Self-Help,9781775492788,https://play.google.com/store/books/details?id=DBPyEAAAQBAJ&source=gbs_api,"What would you do in life if you knew you couldn't fail? By adopting this winning mindset, you can become fearless and capable of enduring any feedback or criticism without it affecting your self-belief. David Niethe is a mental-performance coach with a unique philosophy. His simple and effective strategies have helped business owners and elite athletes, students and CEOs, find unlimited success and confidence. The Winning Mindset will show you how to: Build a strong self-image Overcome self-lim",Google Books,2026-08-30
Bouncing Forward,Justine Martin,,2025,,,0,Self-Management,resilience|motivation,none,Self-Help,9781764006309,http://books.google.com/books?id=RNwc0QEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Discover the transformative power of resilience with ""Resilience Mindset Quotes: Words to Bounce Forward."" This curated collection features the very quotes that have inspired Justine Martin on stage and into her daily life, offering strength and motivation to persevere. Let these words serve as a catalyst for personal growth, empowering you to embrace challenges with a resilient mindset and to bounce forward with renewed vigour.",Google Books,2026-08-30
"Raising Resilient Children with Autism Spectrum Disorders: Strategies for Maximizing Their Strengths, Coping with Adversity, and Developing a Social Mindset","Robert Brooks, Sam Goldstein",McGraw Hill Professional,2012,,,289,Self-Management,resilience|optimism,none,Family & Relationships,9780071739863,https://play.google.com/store/books/details?id=4HgyGneIQOgC&source=gbs_api,"New hope for parents raising a child with autism spectrum disorders In Raising Resilient Children with Autism Spectrum Disorders, noted psychologists and bestselling authors Dr. Goldstein and Dr. Brooks teach you the strategies and mindset necessary to help your child develop strength, hope, and optimism. This is the first approach for autism spectrum disorders based in the extremely popular field of positive psychology. Drs. Brooks and Goldstein--world-renowned experts on child psychology and, ",Google Books,2026-08-30
Resilience Mindset Wordcard Podcast Season 1,Justine Martin,Independently Published,2024,,,0,Self-Management,resilience,none,Biography & Autobiography,9798326875020,http://books.google.com/books?id=NW7Q0AEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"Embark on a transfer journey through the pages of the Ruth Williams mindset podcast season one book from the depths of adversity to the heights of trying this collection of raw, honest, and heartfelt stories of his readers, a profound exploration of the human spirit's resilience, hosted by Justine Martin resilience, mindset podcast season, one book features intimate conversations with 25the pages of the Ruth Williams mindset podcast season one book from the depths of adversity to the heights of ",Google Books,2026-08-30
Work without Stress: Building a Resilient Mindset for Lasting Success,"Derek Roger, Nick Petrie",McGraw Hill Professional,2016,,,224,Professional Effectiveness,success,none,Business & Economics,9781259642975,https://play.google.com/store/books/details?id=D9pnDAAAQBAJ&source=gbs_api,"FORGET EVERYTHING YOU KNOW ABOUT STRESS. If you’re like most people, you probably think that stress is an inevitable part of life. The truth is: it’s not. In a groundbreaking 30-year study, Dr. Derek Roger has discovered that everything we think we know about stress—and how we should “manage” it—is just plain wrong. STRESS IS A CHOICE. It is not a natural response to the pressures of work. It’s a choice that you make, consciously or not, to worry and fret and agonize over the work you need to do",Google Books,2026-08-30
The Resilience Mindset,Robert Hall,Austin Macauley Publishers,2025,,,165,Relationship Management,influence|trust,none,Philosophy,9781035878291,https://play.google.com/store/books/details?id=WimhEQAAQBAJ&source=gbs_api,"Resilience can help cope with a volatile and uncertain world. It is not designed to provide solutions to the causes of the shocks and stresses, but rather to establish a baseline from which we can operate, recover, and move forward. In simple terms, it is about surviving and thriving. Yet, resilience, whether professional or personal, requires an appropriate mindset or set of beliefs if it is to be effective. That mindset is shaped by values, attitudes, culture, responsibilities, and experiences",Google Books,2026-08-30
Proceeding of the International Conference on Psychology of Resilience 2011,Aries Yulianto,,2011,,,252,Self-Management,resilience,none,Resilience (Personality trait),,http://books.google.com/books?id=_vDNz8oLbgMC&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
The Grit Workbook for Kids,Elisa Nebolsine,New Harbinger  Publications,2020,,,208,Self-Management,resilience|growth-mindset|self-control|grit,none,Juvenile Nonfiction,9781684036004,https://play.google.com/store/books/details?id=oWQDEAAAQBAJ&source=gbs_api,"In order to grow into successful and happy adults, kids need to learn perseverance, tenacity, and self-control. Based on the latest research in psychology, this is the first workbook written directly for kids to help them develop “grit,” a trait that embodies stamina, a growth mindset, and resilience—the ability to bounce back despite challenges.",Google Books,2026-08-30
Nurturing Resilience in Our Children,"Robert B. Brooks, Sam Goldstein",McGraw Hill Professional,2002,,,324,Self-Management,resilience,none,Family & Relationships,9780658021107,http://books.google.com/books?id=J9lCjAgzBycC&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"In their critically acclaimed parenting bestseller, ""Raising Resilient Children, "" Drs. Brooks and Goldstein introduced readers to their breakthrough parenting model. In this important Q&A follow-up book, they expand upon their theory of resilience with reasonable, jargon-free answers to dozens of questions.",Google Books,2026-08-30
Tougher Than You Think,Chris Rhyss,Independently Published,2023,,,0,Self-Awareness,self-efficacy,none,,9798394949258,http://books.google.com/books?id=AEcD0AEACAAJ&dq=resilience+mindset&hl=&as_pt=BOOKS&source=gbs_api,"'Our doubts are traitors, and make us lose the good we oft might win, by fearing to attempt.' William Shakespeare - When faced with a difficult situation how well do you cope or adapt? - Do you meet the challenge head on or do you beat a hasty retreat? - Maybe you take some time to regroup and then return and try again? It's only when we're faced with obstacles, stress, and other environmental threats that we truly discover our level of resilience, or a lack thereof, but despite what you might t",Google Books,2026-08-30
